__ manuell	__NO unflekt	Ursprungsform in FreqLi	NO-Form
negativ	martelen	gemartert;	gemartert;
negativ	marteren	gemartert;	gemartert;
positiv	maz	maz;mazze;maß;mas;	maz;mazze;maz;maz;
positiv	mazz	maz;mazze;maß;mas;	maz;mazze;maz;maz;
positiv	mâz	mâz;	mâz;
positiv	maze	maze;	maze;
positiv	mâze	mâze;	mâze;
positiv	meinen	meynt;meinet;meinte;meint;maint;meynten;gemeinet;meinent;meinten;	meinet;meinet;meinte;meint;meinte;meinten;gemeinet;meinent;meinten;
positiv	meisterlîch	meisterlich;meisterlichen;	meisterliche;meisterlichen;
positiv	meisterlîche	meisterlîch;meisterlîche;	meisterlîche;meisterlîche;
positiv	meisterlîchen	meisterlîchen;	meisterlîchen;
positiv	meistern	gemeistert;	gemeistert;
positiv	meisteren	gemeistert;	gemeistert;
positiv	meisterschaft	meisterschaft;meisterschefte;maisterschaft;meisterschafft;	meisterschaft;meisterschefte;meisterschaft;meisterschaft;
positiv	messe	messe;messer;mess;messen;	messe;messe;messe;messen;
positiv	milt	milt;mild;	milt;milt;
positiv	milte	milte;milten;milter;milden;	milte;milten;milter;milten;
positiv	miltekeit	miltekeit;	miltekeit;
positiv	milticheit	miltikeit;	milticheit;
positiv	miltte	miltte;	miltte;
positiv	minne	minne;minnen;mynne;minn;mynn;mynnen;minnest;	minne;minnen;minne;minne;minne;minnen;minnest;
positiv	minneclîch	minneclîch;minneclich;minneclichen;minnecliche;minneclicher;minnichleich;minneclîchem;	minneclîch;minneclich;minneclichen;minnecliche;minneclicher;minneclich;minneclîchem;
positiv	minneclîche	minneclîche;minneclîcher;	minneclîche;minneclîcher;
positiv	minniglîche	minneclîche;minneclîcher;	minneclîche;minneclîcher;
positiv	minneclîchen	minneclîchen;	minneclîchen;
positiv	minnen	minnet;minnent;geminnet;mynnet;minnende;minnenden;minte;minten;	minnet;minnent;geminnet;minnet;minnende;minnenden;minte;minten;
positiv	minnenklich	minnenklich;	minnenklich;
positiv	minnenklichen	minnenklichen;	minnenklichen;
positiv	minnete	minnete;	minnete;
positiv	minnichleiche	minnichleiche;	minnichleiche;
positiv	minnichleichen	minnichleichen;	minnichleichen;
positiv	minniclich	minniclich;minnenclîch;minnenclich;minnechlich;	minniclich;minniclich;minniclich;minniclich;
positiv	minniclîch	minniclîch;	minniclîch;
positiv	minnicliche	minnenclîche;minnechliche;minneklich;minekliche;	minnicliche;minnicliche;minnicliche;minnicliche;
positiv	minniclîche	minniclîche;minneklîche;	minniclîche;minniclîche;
positiv	minniclichen	minnechlichen;minnenclîchen;minneklichen;minniclichen;	minniclichen;minniclichen;minniclichen;minniclichen;
positiv	minniclîchen	minniclîchen;minneklîchen;	minniclîchen;minniclîchen;
positiv	minniclîchez	minneclîchez;	minniclîchez;
positiv	minniclîchiu	minneclîchiu;	minniclîchiu;
negativ	minre	minre;	minre;
negativ	misse	misse;	misse;
negativ	missegan	missegan;	missegan;
negativ	missegân	missegân;	missegân;
negativ	missegangen	missegangen;	missegangen;
negativ	missegie	missegie;	missegie;
negativ	misselinge	misselingen;misselinge;	misselingen;misselinge;
negativ	misselingen	misselungen;misselanc;	misselungen;misselanc;
negativ	missetaete	missetaete;	missetaete;
negativ	missetæte	missetæte;	missetæte;
negativ	missetan	missetan;	missetan;
negativ	missetân	missetân;	missetân;
negativ	missetat	missetat;missedat;	missetat;missetat;
negativ	missetât	missetât;	missetât;
negativ	missetuot	missetuot;	missetuot;
negativ	missevallen	missevallen;misseviel;	missevallen;misseviel;
negativ	missevar	missevar;missevarn;	missevar;missevarn;
negativ	missevarw	missevar;missevarn;	missevar;missevarn;
negativ	missewende	missewende;	missewende;
negativ	missewente	missewende;	missewende;
negativ	missezimn	missezimt;	missezimt;
negativ	mist	mist;	mist;
negativ	mordaer	morder;	mordaer;
negativ	morden	morden;morde;	morden;morde;
negativ	morderet	morderet;	morderet;
negativ	mordes	mordes;	mordes;
negativ	mort	mort;	mort;
negativ	mord	mort;	mort;
negativ	mortlîch	mortlichen;mortlich;	mortlichen;mortlich;
positiv	münster	münster;	münster;
negativ	niden	niden;nyden;	niden;niden;
negativ	nîden	nîden;	nîden;
negativ	nidene	nidene;	nidene;
negativ	nider	nider;nyder;neder;nidder;nydder;nidern;nyd;nidir;	nider;nider;nider;nider;nider;nidern;nider;nider;
negativ	nidere	nidere;	nidere;
negativ	nideren	genidert;nidert;	genidert;nidert;
negativ	nît	nîde;nîdes;	nîde;nîdes;
negativ	nîd	nîde;nîdes;	nîde;nîdes;
negativ	nîtgêr	nîtgêr;	nîtgêr;
positiv	niuwe	niuwe;niuwen;newen;nuwe;niuwer;nue;newe;nuwen;newes;niuwez;niuwiu;newr;nuw;	niuwe;niuwen;niuwen;niuwe;niuwer;niuwe;niuwe;niuwen;niuwez;niuwez;niuwiu;niuwer;niuwer;
positiv	niuwer	nur;neur;niur;new;nuer;nuor;	niur;niur;niur;niur;niur;niur;
positiv	niuwes	niuwes;	niuwes;
negativ	noete	noete;node;	noete;noete;
negativ	noeten	noeten;nöten;notin;	noeten;noeten;noeten;
negativ	not	not;noit;noet;noth;nod;	not;not;not;not;not;
negativ	nôt	nôt;	nôt;
negativ	nöt	nöt;	nöt;
negativ	note	noten;note;	noten;note;
negativ	nôte	nôte;	nôte;
negativ	noten	nott;genote;	nott;genote;
negativ	nôten	nôten;	nôten;
negativ	nötten	nötten;	nötten;
positiv	obedach	obedach;	obedach;
positiv	oben	oben;	oben;
positiv	obene	obene;	obene;
positiv	oberen	oberst;	oberst;
positiv	obersten	obersten;	obersten;
positiv	offenbaere	offenbaere;	offenbaere;
positiv	offenbaeren	offenbaren;	offenbaeren;
positiv	offenbar	offenbar;offenbare;	offenbare;offenbare;
positiv	offenbâre	offenbâr;offenbâre;	offenbâre;offenbâre;
positiv	offenlich	offenlich;offenlichen;offenleich;offenlîch;offenliche;	offenlich;offenlichen;offenliche;offenlîch;offenliche;
positiv	offenlîche	offenlîche;	offenlîche;
positiv	offenlîchen	offenlîchen;	offenlîchen;
negativ	ouwe	ouwe;awe;ouwen;	ouwe;ouwe;ouwen;
negativ	ouwê	ouwê;	ouwê;
negativ	ouwi	owi;owî;	ouwi;ouwi;
negativ	ouwî	ouwî;	ouwî;
negativ	owe	owe;	owe;
negativ	owê	owê;	owê;
negativ	ôwê	ôwê;	ôwê;
positiv	paradis	paradys;paradis;	paradis;paradis;
positiv	paradîs	paradîs;	paradîs;
positiv	paradise	paradise;paradyse;	paradise;paradise;
positiv	paradîse	paradîse;	paradîse;
negativ	pin	pin;pine;pinen;pins;pynen;	pin;pine;pinen;pins;pinen;
negativ	pinne	pin;pine;pinen;pins;pynen;	pin;pine;pinen;pins;pinen;
negativ	pîn	pîn;pîne;pînen;	pîn;pîne;pînen;
negativ	pîne	pîn;pîne;pînen;	pîn;pîne;pînen;
negativ	pînen	gepînet;	gepînet;
positiv	pris	pris;preis;preys;bris;	pris;pris;pris;pris;
positiv	prîs	prîs;prîse;prîses;prîsen;	prîs;prîse;prîses;prîsen;
positiv	prise	prise;	prise;
positiv	prisen	prisen;preisen;	prisen;prisen;
positiv	prîsen	geprîset;prîset;prîste;	geprîset;prîset;prîste;
positiv	prises	prises;	prises;
positiv	priset	priset;	priset;
positiv	priß	priß;	priß;
positiv	priss	priss;	priss;
positiv	rat	rat;rait;rate;raten;rates;rade;radt;rad;rayt;raden;rats;	rat;rat;rate;raten;rates;rate;rate;rat;rat;raten;rats;
positiv	rate	rat;rait;rate;raten;rates;rade;radt;rad;rayt;raden;rats;	rat;rat;rate;raten;rates;rate;rate;rat;rat;raten;rats;
positiv	rât	rât;râte;râten;râtes;ræte;ræten;	rât;râte;râten;râtes;ræte;ræten;
positiv	râten	rieten;râtet;riete;râtent;ryden;	rieten;râtet;riete;râtent;rieten;
positiv	ratent	ratent;	ratent;
positiv	ratet	ratt;ratet;	ratet;ratet;
negativ	reche	rechen;reche;	rechen;reche;
negativ	rechen	rach;richt;richet;rechent;rechet;gerechter;	rach;richt;richet;rechent;rechet;gerechter;
positiv	recke	recken;recke;reken;reke;	recken;recke;recken;recke;
positiv	reht	reht;recht;reyt;rechtem;rehtiu;rehtem;rehtez;riecht;	reht;reht;reht;rehtem;rehtiu;rehtem;rehtez;reht;
positiv	rehte	rehte;rechten;rehten;rechte;rehter;rechter;rehtes;rechtes;rechtin;	rehte;rehten;rehten;rehte;rehter;rehter;rehtes;rehtes;rehten;
positiv	rehtikeit	rehtikeit;	rehtikeit;
positiv	reiche	reiche;reichen;	reiche;reichen;
positiv	rein	reinen;rein;rain;rainen;reines;reyn;reynen;	reinen;rein;rein;reinen;reines;rein;reinen;
positiv	reine	reine;reiner;raine;reiniu;reinez;reinem;reyne;rainer;raines;	reine;reiner;reine;reiniu;reinez;reinem;reine;reiner;reinez;
positiv	reinekeit	reinekeit;	reinekeit;
positiv	reinen	gereinet;	gereinet;
positiv	reinicheit	reinikeit;	reinicheit;
positiv	rette	retten;rette;reten;	retten;rette;retten;
positiv	retten	gerett;	gerett;
positiv	rîch	rîch;	rîch;
positiv	rîche	rîche;rîchen;rîcher;rîchiu;rîchez;rîchem;	rîche;rîchen;rîcher;rîchiu;rîchez;rîchem;
positiv	richeit	richeit;richait;reichait;	richeit;richeit;richeit;
positiv	rîcheit	rîcheit;rîcheite;	rîcheit;rîcheite;
positiv	richeliche	reichlich;	richeliche;
positiv	richem	richem;	richem;
positiv	rîchen	gerîchet;	gerîchet;
positiv	richer	richer;reicher;	richer;richer;
positiv	rîches	rîches;	rîches;
positiv	rîchesenen	rîchsen;	rîchesenen;
positiv	rîchesenet	rîchset;	rîchesenet;
positiv	richez	richez;	richez;
positiv	richiu	richiu;richiv;	richiu;richiu;
positiv	richlîch	richlich;	richlich;
positiv	richtuom	reichtum;richtum;richtuom;	richtuom;richtuom;richtuom;
positiv	rîchtuom	rîchtuom;	rîchtuom;
positiv	rilich	rilich;	rilich;
positiv	rîlîch	rîlich;rîlîch;rîlichen;rîlicher;	rîlich;rîlîch;rîlichen;rîlicher;
positiv	rîlîche	rîlîche;	rîlîche;
positiv	ritterlich	ritterlich;ritterlicher;	ritterlich;ritterlicher;
positiv	ritterlîch	ritterlichen;ritterlîch;ritterliche;ritterleichen;ritterlichem;ritterlîchem;ritterlichez;ritterlîchez;ritterlîchiu;ritterliches;	ritterlichen;ritterlîch;ritterliche;ritterlichen;ritterlichem;ritterlîchem;ritterlichez;ritterlîchez;ritterlîchiu;ritterliches;
positiv	ritterlîche	ritterlîche;ritterlîcher;	ritterlîche;ritterlîcher;
positiv	ritterlîchen	ritterlîchen;	ritterlîchen;
positiv	ritterschafft	ritterschafft;	ritterschafft;
positiv	ritterschaft	ritterschaft;rittershaft;	ritterschaft;ritterschaft;
positiv	ritterschefte	ritterschefte;	ritterschefte;
negativ	riuwe	riuwe;ruwe;rue;rewe;rouwe;	riuwe;riuwe;riuwe;riuwe;riuwe;
negativ	riuwen	riuwen;ruwen;riuwet;rewen;geriuwen;rüwe;geriwen;rüwen;ruwet;rouwen;rûwen;gerewen;	riuwen;riuwen;riuwet;riuwen;geriuwen;rüwe;geriuwen;rüwen;ruwet;riuwen;riuwen;geriuwen;
negativ	riuwic	riuwic;ruwig;	riuwic;riuwic;
negativ	riwe	riwe;riwen;	riwe;riwen;
positiv	rôse	rôsen;rôse;	rôsen;rôse;
negativ	roup	roup;roube;rouben;roubes;raub;roub;rauben;raube;	roup;roube;rouben;roubes;roup;roup;rouben;roube;
negativ	roub	roup;roube;rouben;roubes;raub;roub;rauben;raube;	roup;roube;rouben;roubes;roup;roup;rouben;roube;
positiv	rubin	rubin;	rubin;
positiv	rubîn	rubîn;	rubîn;
positiv	rüemen	gerüemet;rüemen;rüemet;	gerüemet;rüemen;rüemet;
positiv	ruom	ruom;ruome;ruomes;ruon;ruomen;	ruom;ruome;ruomes;ruom;ruomen;
positiv	sælde	sælden;sælde;sæld;	sælden;sælde;sælde;
positiv	sælede	sælden;sælde;sæld;	sælden;sælde;sælde;
positiv	saelde	saelde;selde;saeld;salde;	saelde;saelde;saelde;saelde;
positiv	saelden	saelden;selden;salden;sêlden;	saelden;saelden;saelden;saelden;
positiv	saeldenbaere	saeldenbaere;	saeldenbaere;
positiv	sældenbære	sældenbære;	sældenbære;
positiv	saelec	saelec;	saelec;
positiv	saelekeit	saelekeit;	saelekeit;
positiv	saelic	saelic;selig;saelig;sêlic;selich;selic;	saelic;saelic;saelic;saelic;saelic;saelic;
positiv	sælic	sælic;sælig;sælich;	sælic;sælic;sælic;
positiv	sælicheit	sælicheit;	sælicheit;
positiv	saelicheit	selikeit;saelicheit;selekeit;selicheit;	saelicheit;saelicheit;saelicheit;saelicheit;
positiv	saelige	selige;saelige;	saelige;saelige;
positiv	saeligen	seligen;saeligen;	saeligen;saeligen;
positiv	sæligen	sæligen;sælige;	sæligen;sælige;
positiv	saeliger	seliger;	saeliger;
positiv	saelikeit	saelikeit;	saelikeit;
positiv	sælikeit	sælikeit;	sælikeit;
positiv	sanc	sanc;sang;sange;sanch;sanges;sank;sanck;	sanc;sanc;sange;sanc;sanges;sanc;sanc;
positiv	sang	sanc;sang;sange;sanch;sanges;sank;sanck;	sanc;sanc;sange;sanc;sanges;sanc;sanc;
positiv	sanfte	sanfte;sanfter;sanft;	sanfte;sanfter;sanfte;
positiv	samft	sanfte;sanfter;sanft;	sanfte;sanfter;sanfte;
negativ	schade	schade;schad;	schade;schade;
negativ	schadehaft	schadehaft;	schadehaft;
negativ	schadelich	schedlich;	schadelich;
negativ	schaden	schaden;schadet;shaden;scaden;schadens;schadin;geschadet;	schaden;schadet;schaden;schaden;schadens;schaden;geschadet;
negativ	scham	scham;schamen;schame;shamen;	scham;schamen;schame;schamen;
negativ	schame	scham;schamen;schame;shamen;	scham;schamen;schame;schamen;
negativ	schande	schande;schanden;schand;shande;scande;scanden;shanden;	schande;schanden;schande;schande;schande;schanden;schanden;
negativ	schante	schande;schanden;schand;shande;scande;scanden;shanden;	schande;schanden;schande;schande;schande;schanden;schanden;
negativ	schedelich	schedelich;schedelichen;schedelicher;schedelîch;	schedelich;schedelichen;schedelicher;schedelîch;
negativ	schadelich	schedelich;schedelichen;schedelicher;schedelîch;	schedelich;schedelichen;schedelicher;schedelîch;
negativ	schedelîche	schedelîche;	schedelîche;
negativ	schelten	schelten;schiltet;gescholten;schelden;	schelten;schiltet;gescholten;schelten;
negativ	schinden	schant;schinden;	schant;schinden;
negativ	schinten	schant;schinden;	schant;schinden;
negativ	schlaffen	schlaffen;	schlaffen;
positiv	schoen	schoen;	schoen;
positiv	schoene	schoene;schone;schon;schonen;schöne;shone;shoene;scône;scoene;schne;scone;schoeni;	schoene;schoene;schoene;schoene;schoene;schoene;schoene;schoene;schoene;schoene;schoene;schoene;
positiv	schoenem	schoenem;	schoenem;
positiv	schoenen	schoenen;schönen;shoenen;scoenen;scônen;	schoenen;schoenen;schoenen;schoenen;
positiv	schoener	schoener;	schoener;
positiv	schoenes	schoenes;	schoenes;
positiv	schoenest	schonst;schoenest;	schoenest;schoenest;
positiv	schoenez	schoenez;schones;	schoenez;schoenez;
positiv	schoenheit	schonheit;schoenheit;	schoenheit;schoenheit;
positiv	schoeniu	schoeniu;	schoeniu;
positiv	schoenste	schoenste;	schoenste;
positiv	schoensten	schoensten;	schoensten;
positiv	schôn	schôn;	schôn;
positiv	schone	schön;	schone;
positiv	schône	schône;schônen;schôner;	schône;schônen;schôner;
positiv	schöner	schöner;	schöner;
positiv	schönes	schönes;	schönes;
positiv	schônheit	schônheit;	schônheit;
positiv	schönne	schönne;	schönne;
positiv	schönnen	schönnen;	schönnen;
positiv	schönst	schönst;	schönst;
positiv	schonste	schonste;	schonste;
positiv	schönste	schönste;	schönste;
positiv	schonsten	schonsten;	schonsten;
positiv	schönsten	schönsten;	schönsten;
positiv	schöpffer	schöpffer;	schöpffer;
negativ	schulde	schulde;schulden;sculde;scholten;shulde;schvlden;schvlde;	schulde;schulden;schulde;schulden;schulde;schulden;schulde;
negativ	schuldec	schuldec;	schuldec;
negativ	schuldig	schuldec;	schuldec;
negativ	schuldic	schuldig;schuldic;schuldich;	schuldic;schuldic;schuldic;
negativ	schuldige	schuldigen;	schuldigen;
negativ	schult	scholt;schult;schuld;	schult;schult;schult;
negativ	schuld	scholt;schult;schuld;	schult;schult;schult;
negativ	schwere	schwere;	schwere;
negativ	schweren	schweren;	schweren;
negativ	schwern	schwern;	schwern;
positiv	segene	segene;	segene;
positiv	segenen	gesegent;segent;	gesegent;segent;
positiv	segenete	segente;	segenete;
positiv	sele	sele;sel;selen;	sele;sele;selen;
positiv	sêle	sêle;sêl;sêlen;	sêle;sêle;sêlen;
positiv	senft	senft;	senft;
positiv	senfte	senfte;senften;senfter;senftem;senftes;	senfte;senften;senfter;senftem;senftes;
positiv	semfte	senfte;senften;senfter;senftem;senftes;	senfte;senften;senfter;senftem;senftes;
positiv	senften	senftet;gesenftet;	senftet;gesenftet;
positiv	semften	senftet;gesenftet;	senftet;gesenftet;
negativ	sêr	sêren;	sêren;
negativ	sere	sere;ser;	sere;sere;
negativ	sêre	sêre;sêr;	sêre;sêre;
positiv	sicherheit	sicherheit;sicherhait;sicherheite;	sicherheit;sicherheit;sicherheite;
positiv	sicherleich	sicherleich;	sicherleich;
positiv	sicherleiche	sicherleiche;	sicherleiche;
positiv	sicherleichen	sicherleichen;	sicherleichen;
positiv	sicherlich	sicherlich;sicherlichen;sicherliche;	sicherliche;sicherlichen;sicherliche;
positiv	sicherlîche	sicherlîch;sicherlîche;	sicherlîche;sicherlîche;
positiv	sicherlîchen	sicherlîchen;	sicherlîchen;
positiv	sidin	sidin;sydin;	sidin;sidin;
positiv	sîdîn	sîdîn;	sîdîn;
negativ	siech	siech;siecher;sych;	siech;siecher;siech;
negativ	sieche	siechen;sieche;siehe;	siechen;sieche;sieche;
negativ	siecheit	siecheit;	siecheit;
negativ	siechen	siecht;	siecht;
negativ	siuchen	siecht;	siecht;
negativ	siechtagen	siechtagen;	siechtagen;
negativ	siechtuom	siechtuom;siechtum;siechtuomes;	siechtuom;siechtuom;siechtuomes;
positiv	sige	sige;siges;sigen;sik;	sige;siges;sigen;sige;
positiv	sigehaft	sigehaft;	sigehaft;
negativ	sigelôs	sigelôs;	sigelôs;
positiv	sîgen	sîgen;seic;seig;	sîgen;seic;seic;
positiv	silber	silber;silbers;selbers;silbir;	silber;silbers;silbers;silber;
positiv	silberin	silberin;	silberin;
positiv	silberîn	silberîn;	silberîn;
positiv	silberwîz	silberwîz;	silberwîz;
negativ	smacheit	smacheit;	smacheit;
negativ	smackheit	smacheit;	smacheit;
negativ	smâcheit	smâcheit;	smâcheit;
negativ	smâchheit	smâheit;	smâchheit;
negativ	smæhe	smæhe;	smæhe;
negativ	smaehe	smaehe;smehe;	smaehe;smaehe;
negativ	smaehen	smaehen;	smaehen;
negativ	smertze	smertze;	smertze;
negativ	smerze	smerze;	smerze;
negativ	smerzen	smerzen;smertzen;schmertzen;smerczen;	smerzen;smerzen;smerzen;smerzen;
positiv	snel	snel;	snel;
positiv	snell	snel;	snel;
positiv	snelheit	snelheit;	snelheit;
positiv	snellheit	snelheit;	snelheit;
positiv	snell	snell;	snell;
positiv	snelle	snelle;snellen;sneller;schnell;schnellen;	snelle;snellen;sneller;snelle;snellen;
positiv	snelleclich	snelleclîch;	snelleclîch;
positiv	snelliglich	snelleclîch;	snelleclîch;
positiv	snelleclîche	snelleclîche;	snelleclîche;
positiv	snelleclîchen	snelleclîchen;	snelleclîchen;
positiv	snellez	snellez;	snellez;
positiv	snellich	snellich;	snellich;
positiv	snelllich	snellich;	snellich;
positiv	snelliclich	snelliclich;	snelliclich;
positiv	snelliclichen	snelliclichen;	snelliclichen;
negativ	sorg	sorg;	sorg;
negativ	sorge	sorgen;sorge;	sorgen;sorge;
negativ	spaehe	spaehe;	spaehe;
negativ	spæhe	spæhe;	spæhe;
positiv	stæt	stæt;	stæt;
positiv	staet	staet;	staet;
positiv	staete	staete;stete;stête;	staete;staete;staete;
positiv	stæte	stæte;stæter;stæten;stætem;	stæte;stæter;stæten;stætem;
positiv	stætekeit	stætekeit;	stætekeit;
positiv	staetekeit	staetekeit;	staetekeit;
positiv	staetem	staetem;	staetem;
positiv	staeten	staeten;	staeten;
positiv	staeter	staeter;	staeter;
positiv	staetez	staetez;staetes;	staetez;staetez;
positiv	staeticheit	staeticheit;stetikeit;	staeticheit;staeticheit;
positiv	staetikeit	staetikeit;	staetikeit;
positiv	staetiu	staetiu;	staetiu;
negativ	starb	starb;	starb;
positiv	starc	starc;starck;stark;starch;sterke;sterker;sterken;stercken;starg;	starc;starc;starc;starc;sterker;sterken;sterken;starc;
positiv	stark	starc;starck;stark;starch;sterke;sterker;sterken;stercken;starg;	starc;starc;starc;starc;sterker;sterken;sterken;starc;
positiv	starke	starke;starker;starche;starcke;starcker;starcher;	starke;starker;starke;starke;starker;starker;
positiv	starkem	starkem;	starkem;
positiv	starken	starken;starchen;starcken;	starken;starken;starken;
positiv	starkes	starkes;	starkes;
positiv	starkez	starkez;starchez;	starkez;starkez;
positiv	starkiu	starkiu;	starkiu;
negativ	sterbe	sterbe;sterb;	sterbe;sterbe;
negativ	sterben	sterben;starp;stirbet;gestorben;sturben;sterbent;sterbens;stirbe;stirbt;stürbe;steruen;sterbin;	sterben;starp;stirbet;gestorben;sturben;sterbent;sterbens;stirbe;stirbet;stürbe;sterben;sterben;
negativ	sterbet	sterbet;	sterbet;
positiv	sterne	sternen;sterne;	sternen;sterne;
positiv	sterre	sternen;sterne;	sternen;sterne;
positiv	stolz	stolzen;stolze;stolz;stolzer;stolcz;stoltzen;stoltz;stoltzer;stolziu;stoltze;	stolzen;stolze;stolz;stolzer;stolz;stolzen;stolz;stolzer;stolziu;stolze;
negativ	straf	straffen;straff;strafen;stroff;	strafen;strafe;strafen;strafe;
negativ	straff	straffen;straff;strafen;stroff;	strafen;strafe;strafen;strafe;
negativ	strâfe	strâfen;	strâfen;
positiv	sueeze	suzze;suesse;süezze;suß;süsse;suezze;suße;susse;suez;suoz;	sueeze;sueeze;sueeze;sueeze;sueeze;sueeze;sueeze;sueeze;sueeze;sueeze;
positiv	sueezen	suezen;suzzen;süezzen;suezzen;sussen;sußen;	sueezen;sueezen;sueezen;sueezen;sueezen;sueezen;
positiv	sueezer	suezer;suesser;sußer;suzzer;susser;suezzer;suzer;	sueezer;sueezer;sueezer;sueezer;sueezer;sueezer;sueezer;
negativ	suende	sunde;sünd;svnde;suende;	suende;suende;suende;suende;
negativ	suenden	sunden;suenden;svnden;	suenden;suenden;suenden;
negativ	suentaere	sundære;	suentaere;
positiv	süesse	süesse;	süesse;
positiv	suessekeit	suessekeit;	suessekeit;
positiv	suessen	suessen;	suessen;
positiv	süessen	süessen;	süessen;
positiv	süesser	süesser;	süesser;
positiv	süez	süez;	süez;
positiv	sueze	sueze;suze;suozze;süzz;	sueze;sueze;sueze;sueze;
positiv	süeze	süeze;süezen;süezer;süeziu;süezem;süezez;süezes;	süeze;süezen;süezer;süeziu;süezem;süezez;süezes;
positiv	suezem	suezem;	suezem;
positiv	suezen	süssen;suzen;	suezen;suezen;
positiv	süezen	süezet;	süezet;
positiv	süezzer	süezzer;	süezzer;
negativ	sûft	siuften;	siuften;
negativ	súnd	súnd;	súnd;
negativ	súndær	súndær;	súndær;
negativ	sündaere	sündaere;	sündaere;
negativ	súnde	súnde;	súnde;
negativ	sünde	sünden;sünde;	sünden;sünde;
negativ	sünte	sünden;sünde;	sünden;sünde;
negativ	súnden	súnden;	súnden;
negativ	sünden	gesündet;	gesündet;
negativ	sünten	gesündet;	gesündet;
negativ	sur	sur;sure;suren;sawer;	sur;sure;suren;sur;
negativ	sûr	sûr;	sûr;
negativ	swach	swach;swachen;schwach;swachez;swachem;swaches;	swach;swachen;swach;swachez;swachem;swaches;
negativ	swache	swacher;swache;	swacher;swache;
negativ	swachen	swachet;geswachet;	swachet;geswachet;
negativ	swaere	swaere;swere;swär;schwer;swäre;swêre;	swaere;swaere;swaere;swaere;swaere;swaere;
negativ	swære	swære;swæren;	swære;swæren;
negativ	swaeren	swaeren;	swaeren;
negativ	swaerer	swerer;	swaerer;
negativ	swaerliche	swerlich;	swaerliche;
negativ	swîn	swîn;	swîn;
xx	tievel	tievel;tievels;	tievel;tievels;
positiv	tiur	tiur;tiuwer;	tiur;tiur;
positiv	tiure	tiure;tiuren;ture;tiurer;tûre;dure;tivre;tiurem;	tiure;tiuren;tiure;tiurer;tiure;tiure;tiure;tiurem;
positiv	tiuren	getiuret;tiuret;	getiuret;tiuret;
negativ	tiuvel	tiuvel;tiufel;tiuvels;teufel;tivel;tiefel;tiufels;tufel;tuvel;tivels;	tiuvel;tiuvel;tiuvels;tiuvel;tiuvel;tiuvel;tiuvels;tiuvel;tiuvel;tiuvels;
positiv	tiwer	tiwer;	tiwer;
negativ	tode	tode;tod;dode;	tode;tode;tode;
negativ	todes	todes;dodes;	todes;todes;
negativ	toeten	toeten;töten;	toeten;toeten;
negativ	toetet	toetet;	toetet;
negativ	toetete	toete;	toetete;
negativ	torheit	torheit;dorheit;torhait;	torheit;torheit;torheit;
positiv	torste		
negativ	tot	tot;dot;doit;toet;toit;tott;	tot;tot;tot;tot;tot;tot;
negativ	tôt	tôt;tôde;tôdes;tôter;tôd;	tôt;tôde;tôdes;tôter;tôde;
negativ	tôd	tôt;tôde;tôdes;tôter;tôd;	tôt;tôde;tôdes;tôter;tôde;
negativ	tote	toten;tote;totin;doden;toden;	toten;tote;toten;toten;toten;
negativ	tôte	tôten;tôte;	tôten;tôte;
positiv	touc	tohte;töhte;touc;tüge;tohten;tuge;tugen;tochte;	tohte;töhte;touc;tüge;tohten;tuge;tugen;tohte;
positiv	toug	tohte;töhte;touc;tüge;tohten;tuge;tugen;tochte;	tohte;töhte;touc;tüge;tohten;tuge;tugen;tohte;
positiv	trehtin	trechtin;trehtin;	trehtin;trehtin;
positiv	trehtîn	trehtîn;	trehtîn;
negativ	triegen	triegen;triuget;trouc;triegent;	triegen;triuget;trouc;triegent;
positiv	trinitat	trinitat;	trinitat;
positiv	trinitât	trinitât;	trinitât;
positiv	triute	triuten;triute;	triuten;triute;
positiv	triuten	triutet;getriutet;	triutet;getriutet;
positiv	triutinne	triutinne;	triutinne;
positiv	triuwe	triuwe;triuwen;truwe;trewen;truwen;trewe;trew;triu;trûwe;trouwe;treuwen;triw;trouwen;	triuwe;triuwen;triuwe;triuwen;triuwen;triuwe;triuwe;triuwe;triuwe;triuwe;triuwen;triuwe;triuwen;
positiv	triuwen	getrûwe;getriuwet;getrûwet;triuw;	getrûwe;getriuwet;getrûwet;triuw;
positiv	triwe	triwe;triwen;	triwe;triwen;
positiv	troest	troest;	troest;
positiv	troeste	troeste;tröst;	troeste;troeste;
positiv	troesten	troesten;	troesten;
positiv	troestente	troestent;	troestente;
positiv	troestet	troestet;	troestet;
positiv	trost	trost;drost;troist;	trost;trost;trost;
positiv	trôst	trôst;trôste;trôstes;trôsten;	trôst;trôste;trôstes;trôsten;
positiv	trösten	trösten;	trösten;
positiv	trostes	trostes;	trostes;
negativ	trüebe	trüebe;trüeben;	trüebe;trüeben;
negativ	trueebe	truebe;	trueebe;
negativ	trueege	truge;	trueege;
negativ	trüeg	trüeg;	trüeg;
negativ	truege	truege;	truege;
negativ	truegen	truegen;	truegen;
negativ	trúg	trúg;	trúg;
negativ	trüg	trüg;	trüg;
negativ	trüge	trüge;trügen;	trüge;trügen;
negativ	trügeheit	trügeheit;	trügeheit;
negativ	trügenheit	trügeheit;	trügeheit;
negativ	trügenaere	trügenaere;	trügenaere;
negativ	trûrec	trûrec;	trûrec;
negativ	trûrig	trûrec;	trûrec;
